host_monotonic_s,session_id,command_sequence,applied_sequence,state,reject_reason,command_age_ms,ack_latency_ms,rssi_dbm,response_mask,leader_0,leader_1,leader_2,leader_3,leader_4,leader_5,target_0,target_1,target_2,target_3,target_4,target_5,measured_0,measured_1,measured_2,measured_3,measured_4,measured_5,leader_boot_session_id,leader_sample_sequence,leader_sample_gap_ms,leader_sample_age_ms,leader_response_mask,leader_model_mask,leader_torque_off_mask,leader_calibration_crc32,leader_read_errors,leader_torque_errors,leader_rssi_dbm,leader_recovery_count,control_chain_ack_latency_ms
12149.646506418,12670509,2,1,1,0,39,81.04584499960765,-49,63,,,,,,,,,,,,,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12149.68232574,12670509,3,2,1,0,6,36.09726899958332,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12149.749139263,12670509,5,4,1,0,11,64.98782400012715,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12149.782551882,12670509,6,5,1,0,33,65.01607199970749,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12149.849252585,12670509,8,7,1,0,15,64.69774799916195,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12149.882573768,12670509,9,8,1,0,35,64.92886900014128,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12149.949241356,12670509,11,10,1,0,11,64.71291799971368,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12149.982713849,12670509,12,11,1,0,32,65.0956640001823,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.04937408,12670509,14,13,1,0,11,64.64647499888088,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.0827494,12670509,15,14,1,0,37,65.10006700045778,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.149329853,12670509,17,16,1,0,13,64.54609499996877,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.182789681,12670509,18,17,1,0,33,64.90578799821378,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.249389276,12670509,20,19,1,0,15,64.59505599923432,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.282689883,12670509,21,20,1,0,33,64.99446100133355,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.349405984,12670509,23,22,1,0,18,64.81331599934492,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.382481245,12670509,24,23,1,0,34,64.59397700018599,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.41601525,12670509,25,25,1,0,12,31.582141000399133,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.482752846,12670509,27,26,1,0,34,64.76692799878947,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.582481552,12670509,30,29,1,0,18,64.71102600153245,-49,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.649363302,12670509,32,31,1,0,19,64.88169700060098,-48,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.716085917,12670509,34,32,1,0,33,98.1131850003294,-48,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.749243241,12670509,35,34,1,0,19,64.62217300031625,-48,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.782712643,12670509,36,35,1,0,34,64.56663100107107,-48,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.849281177,12670509,38,37,1,0,19,64.62123999881442,-48,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.882677198,12670509,39,38,1,0,33,64.9068000002444,-48,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.949235045,12670509,41,40,1,0,19,64.7262660004344,-48,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
12150.982749752,12670509,42,41,1,0,31,64.99979399995937,-48,63,0.4896421845574537,-99.83443708609272,95.53610503282275,53.84615384615387,4.029304029304043,7.200587803085965,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,-0.10891263593988053,-1.880660445947796,1.5968740001889525,1.4097283440669042,-0.0966407896367954,-0.4724660826687775,,,,,,,,,,,,,
