host_monotonic_s,session_id,command_sequence,applied_sequence,state,reject_reason,command_age_ms,ack_latency_ms,rssi_dbm,response_mask,leader_0,leader_1,leader_2,leader_3,leader_4,leader_5,target_0,target_1,target_2,target_3,target_4,target_5,measured_0,measured_1,measured_2,measured_3,measured_4,measured_5
20738.142423403,3904378998,75,75,1,0,9,32.91698500106577,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20738.242555806,3904378998,78,78,1,0,8,33.100133998232195,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20738.342487135,3904378998,81,81,1,0,7,33.08066499812412,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20738.442488241,3904378998,84,84,1,0,8,33.05575299964403,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20738.542499422,3904378998,87,85,1,0,26,99.75723000025027,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20738.642407724,3904378998,90,90,1,0,8,32.91943700241973,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20738.742457201,3904378998,93,93,1,0,8,32.985532998282,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20738.842523327,3904378998,96,96,1,0,7,32.90103600011207,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20738.942533204,3904378998,99,99,1,0,3,33.09572400030447,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20739.042445738,3904378998,102,102,1,0,8,32.96342400062713,-39,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20739.142384932,3904378998,105,105,1,0,10,33.049315003154334,-39,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20739.242563081,3904378998,108,108,1,0,8,33.07333499833476,-39,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20739.342700667,3904378998,111,111,1,0,8,33.22746399862808,-39,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20739.442417785,3904378998,114,114,1,0,8,32.976095000776695,-39,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20739.542755434,3904378998,117,117,1,0,8,33.385143000487005,-39,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20739.642453983,3904378998,120,120,1,0,4,33.104414000263205,-39,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20739.742478718,3904378998,123,123,1,0,7,33.08884599755402,-39,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20739.842520861,3904378998,126,124,1,0,25,99.86173700235668,-39,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20739.942471461,3904378998,129,129,1,0,8,33.01748199737631,-39,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20740.042469811,3904378998,132,132,1,0,8,32.94416300195735,-39,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20740.14240867,3904378998,135,135,1,0,8,32.892406998144,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20740.242393632,3904378998,138,138,1,0,4,32.98477499993169,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20740.342447457,3904378998,141,141,1,0,8,33.00479800236644,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20740.442440499,3904378998,144,144,1,0,8,32.98003799864091,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20740.542576636,3904378998,147,147,1,0,8,33.173899002576945,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20740.642476719,3904378998,150,150,1,0,4,33.08837399890763,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20740.742452721,3904378998,153,153,1,0,10,33.13899500062689,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20740.842422409,3904378998,156,156,1,0,8,32.95154299848946,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20740.942444606,3904378998,159,159,1,0,8,33.145126999443164,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20741.042396358,3904378998,162,162,1,0,8,33.14349799984484,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20741.142381809,3904378998,165,164,1,0,40,66.57817000086652,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20741.242551489,3904378998,168,168,1,0,8,33.155323999380926,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20741.342685572,3904378998,171,171,1,0,7,33.081436002248665,-41,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20741.442397855,3904378998,174,174,1,0,8,32.90482299780706,-41,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20741.542378669,3904378998,177,177,1,0,8,32.95703999901889,-41,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20741.642417143,3904378998,180,180,1,0,8,33.035010997991776,-41,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20741.742470706,3904378998,183,183,1,0,4,33.046131997252814,-41,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20741.842408327,3904378998,186,186,1,0,8,33.09902900218731,-41,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20741.942547935,3904378998,189,189,1,0,8,33.16199999972014,-41,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20742.042486736,3904378998,192,192,1,0,8,33.0686160014011,-41,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20742.142529876,3904378998,195,195,1,0,9,33.16249099952984,-41,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20742.24237726,3904378998,198,198,1,0,8,32.958833002339816,-41,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20742.342493013,3904378998,201,201,1,0,8,33.05830300087109,-41,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20742.442642984,3904378998,204,203,1,0,42,66.7218340022373,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
20742.542505123,3904378998,207,207,1,0,8,32.992942000419134,-38,63,2.5988700564971765,-98.17880794701986,98.6870897155361,57.75467775467774,-0.41514041514041367,2.4981631153563555,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977,0.13345632854605077,-1.8331070415233413,1.5201749607946704,1.5462526341887264,2.5939615123146194,-0.483203948183977
